id,MntMeatProducts,Recency,Year_Birth,NumStorePurchases,NumCatalogPurchases,Income,MntGoldProdsurchases,MntWines,Response
631,66,79,1990,37,40,33050,421,467,0
632,110,3,1981,70,30,166000,174,13,0
633,41,31,1946,76,100,117616,364,450,1
634,93,99,1996,75,11,32983,237,373,1
635,433,9,2022,25,68,144289,474,251,1
636,78,15,2008,66,81,110796,106,286,1
637,257,38,1970,37,35,21682,301,447,0
638,83,20,2011,95,43,54938,347,12,1
639,399,27,1988,16,1,223042,83,151,0
640,311,97,2022,75,46,219662,419,310,1
641,156,99,1964,59,58,10866,456,184,1
642,201,75,1953,69,9,257902,285,88,0
643,204,86,1939,6,30,296414,304,27,0
644,20,81,1973,13,57,181118,133,469,1
645,301,8,2016,72,96,175192,232,389,0
646,245,40,1983,36,46,272842,94,6,0
647,47,67,2012,23,51,67287,318,303,0
648,440,93,1928,94,59,102067,428,464,1
649,169,96,2006,96,2,220690,194,80,1
650,23,10,1958,18,72,25160,450,400,0
651,25,61,1964,43,74,210828,327,301,0
652,474,54,1972,45,77,63969,244,188,1
653,333,73,1995,70,98,108982,108,119,1
654,69,98,1925,61,77,273439,497,159,0
655,334,86,1993,7,38,278015,80,9,1
656,168,78,1988,44,53,242338,355,436,1
657,232,9,1960,24,81,10025,434,493,0
658,45,37,2014,48,55,232618,138,123,1
659,21,59,1949,26,94,181301,249,128,1
660,147,93,2000,26,26,19215,314,28,1
661,422,42,1936,71,84,153896,301,186,1
662,162,85,1944,9,18,271373,222,193,1
663,1,58,1991,16,99,262912,282,75,0
664,18,31,2010,75,84,268437,153,429,1
665,469,95,1948,50,13,247133,419,22,1
666,239,49,1922,100,95,289820,10,33,1
667,212,33,1927,73,5,59385,442,48,1
668,106,41,1922,97,47,11144,316,20,0
669,255,85,1975,40,77,293751,43,170,0
670,279,88,2004,5,82,114795,36,196,0
671,238,98,1922,70,86,122373,40,93,0
672,168,6,1964,93,36,24640,180,238,1
673,265,81,1986,64,48,149572,223,260,1
674,255,82,1996,48,45,257034,482,340,0
675,365,94,2008,22,13,91088,311,122,0
676,113,1,1961,58,99,61621,94,344,1
677,46,82,1976,98,70,28218,467,192,0
678,393,54,1974,77,4,59031,405,82,0
679,418,89,1963,41,12,60024,472,426,1
680,444,68,1953,39,48,41417,382,307,0
681,429,81,2010,95,100,280998,183,296,0
682,343,91,1960,47,49,242476,201,433,0
683,56,22,2006,75,43,244510,321,273,0
684,156,34,1930,72,52,289764,111,19,1
685,282,28,1965,95,4,75752,322,56,1
686,114,88,1977,35,45,19296,374,7,0
687,363,38,1977,74,50,147295,166,411,1
688,183,8,2021,59,56,123318,307,53,0
689,406,76,1965,99,30,257415,391,7,1
690,98,42,1948,49,69,100388,133,220,1
691,83,25,1994,66,81,60012,165,7,0
692,199,63,1957,47,17,111805,418,458,0
693,338,89,1963,29,33,190995,175,169,0
694,411,10,1926,88,67,149345,451,237,1
695,225,29,1988,44,68,224668,127,370,0
696,91,9,1920,52,10,42156,250,425,0
697,409,31,1951,30,76,230278,446,230,1
698,269,67,1972,18,26,242041,467,488,0
699,479,98,2008,30,70,154587,118,135,1
700,464,40,2001,64,94,53370,393,287,1
701,136,100,2003,92,81,285328,484,484,0
702,273,95,1986,91,39,186282,127,181,0
703,42,93,1976,85,41,278119,215,432,1
704,194,11,2018,6,22,289889,253,193,1
705,374,77,1972,93,61,236501,353,316,0
706,330,52,1991,62,73,33788,253,261,1
707,486,95,1997,98,37,160122,86,335,0
708,111,89,1994,54,49,13381,418,106,0
709,266,33,2021,81,48,205978,407,420,0
710,283,98,2022,68,95,174527,131,311,0
711,137,84,1969,39,32,225384,244,236,1
712,290,52,2008,71,81,267463,313,251,1
713,350,89,2022,76,49,144628,111,120,0
714,442,19,1954,95,62,19139,373,367,0
715,211,56,1966,12,97,147666,188,429,0
716,437,54,1957,40,41,171530,380,385,0
717,175,75,1966,51,24,206651,167,218,1
718,291,54,1950,42,70,281635,134,116,1
719,314,26,2008,19,19,132236,441,431,1
720,20,49,1926,51,91,194198,25,430,1
721,364,64,1953,37,68,129285,26,356,1
722,423,35,2010,26,97,151672,327,86,0
723,305,74,1944,30,59,238050,341,94,0
724,453,100,1996,26,76,174861,72,238,0
725,210,53,2009,61,58,172844,436,254,1
726,454,39,1921,71,81,129127,454,306,0
727,69,63,2001,78,78,76130,337,462,1
728,41,77,1922,74,71,232213,179,98,1
729,155,48,1939,45,70,21831,265,384,0
730,269,18,1964,9,50,206381,149,497,0
731,441,39,1985,99,84,43472,242,383,1
732,341,87,1988,76,36,175989,73,227,1
733,434,8,1958,37,13,85795,43,430,1
734,176,25,1944,69,72,242227,206,111,0
735,180,28,2022,54,5,92463,461,496,0
736,370,85,2003,44,2,17723,258,437,0
737,384,85,2001,45,12,70209,151,319,1
738,379,60,2008,18,16,284408,130,369,1
739,489,50,1922,23,41,85454,235,38,1
740,484,46,1930,33,86,104759,392,482,0
741,40,87,2022,81,97,182882,56,40,0
742,261,66,1929,1,26,237378,275,38,1
743,131,82,1953,1,19,200377,429,225,1
744,141,64,1921,6,39,161482,65,399,0
745,154,38,1973,31,2,71860,43,187,0
746,144,26,1931,90,71,281902,165,65,1
747,416,50,1948,50,94,40563,469,221,1
748,86,11,1920,94,39,18465,438,291,0
749,24,11,2004,17,14,86750,264,47,1
750,81,67,1959,5,12,30849,234,82,0
751,479,9,1939,59,8,185521,475,261,0
752,154,48,1981,22,34,117428,101,44,1
753,234,76,1953,9,95,268003,43,150,0
754,471,5,1984,31,22,238377,125,18,1
755,15,30,1991,70,92,99810,173,192,1
756,459,47,1996,69,99,153775,337,163,0
757,136,75,1986,41,9,247780,371,194,0
758,152,10,2018,36,77,159506,112,126,1
759,377,26,1992,38,51,257391,225,368,0
760,499,86,2005,48,75,140615,402,435,1
761,13,86,1952,32,25,141387,122,88,1
762,231,65,1953,98,45,46976,249,140,1
763,335,23,1968,58,26,263341,101,267,1
764,77,43,1966,8,29,179592,236,124,1
765,292,100,1945,65,46,295042,128,225,1
766,409,70,1977,95,46,80260,74,10,1
767,36,32,1980,23,93,152753,351,493,0
768,326,87,1982,31,100,156908,214,279,0
769,177,62,1970,90,60,158034,360,235,0
770,100,98,1965,33,51,53808,377,202,0
771,212,28,1959,64,78,27176,11,58,1
772,168,77,2009,48,44,143336,229,376,0
773,58,76,1929,12,13,101043,153,417,0
774,395,38,1962,29,14,86189,298,321,0
775,111,96,1933,99,7,267509,327,281,1
776,299,57,1942,52,47,181766,21,91,0
777,452,51,1964,74,13,138042,193,53,0
778,220,66,1920,82,75,93379,333,476,0
779,310,76,1962,21,43,42892,100,168,0
780,353,72,2017,51,81,101437,316,28,1
781,94,94,1997,8,83,210089,469,91,0
782,495,41,1924,59,23,62930,12,284,1
783,488,16,2007,73,47,116551,227,210,0
784,370,46,2022,26,66,215809,44,205,0
785,264,93,1948,16,85,43584,391,133,1
786,15,26,1948,98,80,256553,43,110,1
787,396,24,1961,27,12,284741,126,452,1
788,386,97,1973,84,60,111600,187,236,0
789,305,19,1924,18,96,85767,197,290,1
790,164,42,1928,10,33,98537,155,371,0
791,147,72,1936,29,96,298779,469,250,0
792,166,69,1975,60,18,17216,411,287,1
793,294,2,1926,53,11,183880,79,234,1
794,490,31,1926,2,95,209711,4,233,1
795,309,7,1972,74,41,217777,267,256,1
796,396,18,1942,61,12,208990,342,78,1
797,235,84,2021,35,82,165689,270,62,0
798,387,76,2017,40,53,165328,468,223,0
799,213,72,1945,86,52,183335,114,447,0
800,231,5,1999,63,15,216364,495,202,0
801,15,42,1940,67,21,39497,489,358,1
802,129,95,1930,50,15,139431,129,465,0
803,249,46,1942,4,50,16411,325,47,0
804,341,79,1956,94,9,243709,386,303,1
805,206,30,1940,32,78,205335,67,468,0
806,482,76,1926,53,5,150817,299,337,0
807,308,95,1951,75,8,98910,376,353,1
808,467,81,1994,9,67,201491,91,65,1
809,68,3,1949,56,14,79562,50,296,0
810,465,56,1965,57,10,93004,257,403,1
811,248,65,1960,90,48,154617,44,451,0
812,397,79,2007,51,42,146833,459,446,0
813,475,69,1977,1,73,69829,306,43,0
814,276,73,2021,67,66,38995,168,286,0
815,492,7,2014,1,38,46691,96,416,1
816,414,69,2008,16,50,44022,239,368,0
817,242,100,1920,35,33,192191,375,399,1
818,64,82,1952,18,10,164581,95,120,1
819,236,50,1981,31,41,125155,82,140,1
820,215,26,1926,5,78,23747,171,162,1
821,299,82,1993,10,35,232907,299,414,1
822,330,32,1967,97,58,118719,87,26,0
823,414,66,1957,16,72,83834,16,123,1
824,341,3,1931,13,96,236321,465,236,1
825,325,40,1996,78,84,189652,299,104,1
826,162,30,1920,3,55,30433,343,362,0
827,267,48,1976,38,23,129980,182,474,1
828,345,80,2005,38,66,109744,351,418,1
829,391,19,1960,79,34,203847,462,244,1
830,455,27,1994,37,95,164236,116,380,0
831,49,72,1954,56,56,266318,136,313,0
832,491,6,1974,28,87,201735,497,440,0
833,277,35,1981,39,44,289007,420,101,0
834,273,61,1961,49,48,260618,361,111,1
835,229,44,1970,88,50,246047,133,400,0
836,101,79,2006,82,68,270817,252,417,0
837,269,91,1927,54,74,16505,95,29,1
838,266,95,1982,85,13,145891,382,6,1
839,373,17,1925,66,37,35509,483,489,0
840,173,57,1953,32,59,269165,42,192,0
841,237,29,1957,98,45,155320,310,80,0
842,432,15,1971,38,74,18397,461,413,1
843,354,75,1966,86,88,82286,134,17,0
844,320,41,1932,67,85,139668,221,395,0
845,476,27,2006,64,24,221878,477,485,0
846,180,44,1969,17,29,84405,472,89,1
847,276,84,1998,3,97,196754,4,247,1
848,438,53,1934,4,16,105839,471,295,1
849,288,47,1974,68,83,170590,272,268,1
850,135,38,1943,99,71,252340,211,146,0
851,492,65,1991,85,74,36829,26,415,1
852,56,86,1982,25,73,50167,330,196,1
853,288,71,1937,41,74,182944,83,194,1
854,349,47,1997,4,29,129354,387,462,1
855,86,76,1979,27,69,144964,420,230,0
856,181,13,1925,7,21,77157,445,85,0
857,331,62,1997,7,7,257885,183,131,1
858,329,83,1965,86,17,109515,180,220,0
859,89,58,2015,96,16,68243,23,322,1
860,376,59,2019,41,58,55069,337,449,1
861,321,77,1920,79,23,297619,433,341,1
862,2,41,1950,35,51,118323,65,408,0
863,263,87,1939,21,37,258643,242,481,0
864,398,51,1944,74,47,178730,311,209,0
865,55,57,2007,17,88,143335,324,106,1
866,25,68,1972,80,54,68633,97,62,1
867,482,47,2011,59,28,19167,403,69,1
868,201,78,1923,99,61,219777,113,118,1
869,223,31,1948,56,37,18384,376,235,0
870,239,27,1922,19,65,28793,79,356,0
871,467,5,1992,54,90,284133,173,382,1
872,146,87,1993,49,66,282002,497,155,1
873,39,13,1952,70,68,66231,453,496,0
874,418,17,1926,1,16,296676,379,306,0
875,240,78,2001,23,89,217307,132,239,1
876,409,90,1946,25,75,12540,453,432,0
877,428,95,2000,98,21,96303,380,239,1
878,21,71,2013,97,58,111571,332,264,1
879,383,74,1944,3,98,29987,87,150,0
880,167,9,1949,70,62,229678,22,97,1
881,226,21,1939,55,58,175161,142,311,1
882,364,71,1960,18,65,144716,98,120,1
883,235,11,2000,73,45,33543,75,450,1
884,240,56,2003,77,79,122949,38,145,0
885,97,67,2021,31,21,258625,59,485,1
886,286,65,1998,18,73,252995,361,193,0
887,229,40,2007,98,86,239176,20,381,0
888,241,1,1989,41,29,215531,446,12,0
889,219,97,1924,50,67,51113,471,177,0
890,66,5,1931,34,91,69999,405,376,0
891,55,40,1999,12,33,180638,314,445,0
892,277,23,1978,43,85,173460,449,346,0
893,9,54,1984,68,26,128801,130,159,1
894,74,51,1967,93,27,64682,213,351,0
895,208,25,2011,41,70,290000,334,445,0
896,389,71,1938,47,21,85889,438,182,0
897,323,79,1954,10,10,79377,113,86,0
898,2,40,1927,78,72,255582,248,312,1
899,404,15,1960,24,98,45042,270,172,1
900,323,49,1985,92,85,238134,311,418,0
901,437,71,1989,15,54,21647,144,326,0
902,55,73,1969,88,41,242766,176,464,1
903,441,58,1950,54,28,112041,140,456,1
904,342,73,1922,72,45,279146,376,418,0
905,494,1,1992,1,25,99166,276,480,1
906,356,40,1938,65,69,205261,83,97,1
907,32,77,1967,27,70,31413,292,196,0
908,337,55,1926,86,34,68719,272,401,1
909,110,24,1940,3,52,236219,499,305,1
910,45,6,2002,92,57,217932,449,51,0
911,219,34,1967,27,76,23436,438,481,0
912,409,84,1929,66,35,185367,320,349,1
913,165,22,2007,73,91,298367,443,313,0
914,46,79,1928,50,22,131193,84,18,1
915,266,36,1933,91,90,86230,126,71,0
916,196,13,1999,6,78,211494,86,59,0
917,211,64,2001,27,95,76786,124,152,0
918,418,4,1964,87,37,11021,97,59,0
919,406,19,2023,33,2,13385,223,208,0
920,108,98,1951,73,29,224309,86,222,0
921,75,20,2006,76,38,258921,410,199,1
922,80,14,1940,6,90,75871,312,173,1
923,441,18,1953,79,67,177504,453,287,1
924,304,84,1979,14,66,119703,19,158,0
925,408,61,1987,20,58,145730,313,348,0
926,362,31,1957,98,52,217960,26,302,1
927,348,23,2019,8,46,63338,486,192,0
928,494,86,2010,7,46,226959,477,388,0
929,432,4,1935,53,99,100955,225,24,0
930,90,98,1921,34,66,116152,460,134,1
931,309,54,1966,81,26,200695,147,421,0
932,460,34,1959,11,53,107273,57,16,1
933,223,25,2017,5,63,66571,305,406,0
934,25,97,1940,82,84,289037,125,441,0
935,206,47,2014,60,2,114129,384,227,0
936,400,91,1931,44,43,114871,427,271,0
937,20,70,1974,60,41,31130,390,130,1
938,328,36,1963,67,7,157781,441,442,0
939,445,83,1983,34,6,18025,449,444,1
940,440,6,2008,95,16,166591,370,482,1
941,298,32,2023,78,44,38643,254,273,1
942,206,93,1923,72,9,39128,8,383,0
943,470,32,1927,62,81,153425,49,210,1
944,10,4,1937,69,38,282665,314,320,0
945,484,45,1986,92,66,133734,430,390,1
946,28,100,1968,42,44,196883,435,248,1
947,148,11,1961,68,33,62645,199,242,0
948,88,46,1969,36,65,207506,127,363,1
949,204,15,2010,67,61,206873,282,120,1
950,76,50,2002,75,79,27229,249,292,0
951,475,71,2004,18,84,222021,260,370,1
952,38,60,1997,78,27,205453,370,170,0
953,487,12,1981,12,43,188445,306,382,0
954,297,11,1955,20,78,236625,225,253,0
955,304,42,2004,72,79,71909,450,302,1
956,245,71,1978,38,33,49361,436,418,0
957,384,94,1998,100,65,110798,81,160,1
958,88,29,1933,61,52,242671,174,379,0
959,247,45,1989,9,16,37767,212,479,0
960,13,97,1950,49,62,251740,411,295,1
961,376,57,1979,18,79,273286,373,401,1
962,11,39,1952,29,96,110263,416,319,0
963,351,90,1942,37,66,99522,310,373,0
964,258,67,1930,20,65,282644,488,105,0
965,115,88,1990,62,51,199079,295,7,1
966,494,20,1974,38,46,244371,325,100,1
967,150,15,1943,47,49,271852,453,482,1
968,123,89,1980,64,32,90666,480,378,1
969,310,68,1986,74,74,176621,90,258,1
970,470,78,1977,10,94,23556,287,397,1
971,132,54,1985,87,86,29738,381,381,1
972,23,21,1964,44,21,238598,488,333,1
973,73,77,1948,51,55,269539,182,45,1
974,196,16,1935,6,74,142027,97,31,1
975,197,96,1934,40,1,277914,379,114,1
976,178,86,1985,65,80,239062,272,78,0
977,35,35,2020,67,2,214068,451,334,1
978,384,68,2013,15,43,130211,309,411,1
979,267,82,2009,9,99,173591,93,2,0
980,249,3,1946,18,25,261818,480,87,1
981,463,99,1984,40,49,191710,25,198,1
982,385,100,1947,79,90,217746,361,12,0
983,399,37,1936,4,5,73316,407,170,1
984,365,65,2000,92,94,126864,341,241,1
985,357,12,2023,59,28,39637,342,62,0
986,77,8,1963,3,33,265797,138,16,1
987,158,50,2010,15,80,97747,57,205,0
988,377,36,1976,87,62,185748,146,258,0
989,74,46,2016,71,37,164086,14,460,1
990,86,42,2001,63,19,163213,398,449,1
991,287,32,1932,82,92,234334,312,10,0
992,452,60,1966,97,12,86026,272,355,1
993,273,73,1988,21,13,167439,210,288,0
994,248,35,1977,59,78,37196,484,1,0
995,117,14,1967,51,75,293362,6,338,0
996,368,15,1934,72,26,161625,249,405,0
997,355,15,1985,19,44,146933,393,16,1
998,390,77,1955,67,20,227665,19,432,1
999,396,16,1922,39,10,199490,163,165,1
1000,291,15,1966,62,55,164147,238,60,0
